indice do pais,país,ano,métrica,emissão estimada de CO2, notas, fonte
620,Portugal,1985,Emissions per capita (Kilograms of carbon dioxide),2.5,Including the Azores and Madeira Islands.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
620,Portugal,2005,Emissions per capita (Kilograms of carbon dioxide),5.8,Including the Azores and Madeira Islands.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
620,Portugal,2010,Emissions per capita (Kilograms of carbon dioxide),4.5,Including the Azores and Madeira Islands.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
620,Portugal,2015,Emissions per capita (Kilograms of carbon dioxide),4.5,Including the Azores and Madeira Islands.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
620,Portugal,2019,Emissions per capita (Kilograms of carbon dioxide),4.1,Including the Azores and Madeira Islands.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
620,Portugal,2020,Emissions per capita (Kilograms of carbon dioxide),3.6,Including the Azores and Madeira Islands.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
620,Portugal,2021,Emissions per capita (Kilograms of carbon dioxide),3.4,Including the Azores and Madeira Islands.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
630,Puerto Rico,2005,Emissions (thousand metric tons of carbon dioxide),1319,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
630,Puerto Rico,2010,Emissions (thousand metric tons of carbon dioxide),1516,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
630,Puerto Rico,2015,Emissions (thousand metric tons of carbon dioxide),3087,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
630,Puerto Rico,2019,Emissions (thousand metric tons of carbon dioxide),3743,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
630,Puerto Rico,2020,Emissions (thousand metric tons of carbon dioxide),2758,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
630,Puerto Rico,2021,Emissions (thousand metric tons of carbon dioxide),3940,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
630,Puerto Rico,2005,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
630,Puerto Rico,2010,Emissions per capita (Kilograms of carbon dioxide),0.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
630,Puerto Rico,2015,Emissions per capita (Kilograms of carbon dioxide),0.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
630,Puerto Rico,2019,Emissions per capita (Kilograms of carbon dioxide),1.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
630,Puerto Rico,2020,Emissions per capita (Kilograms of carbon dioxide),0.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
630,Puerto Rico,2021,Emissions per capita (Kilograms of carbon dioxide),1.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,1975,Emissions (thousand metric tons of carbon dioxide),4752,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,1985,Emissions (thousand metric tons of carbon dioxide),11059,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,2005,Emissions (thousand metric tons of carbon dioxide),34228,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,2010,Emissions (thousand metric tons of carbon dioxide),56573,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,2015,Emissions (thousand metric tons of carbon dioxide),70217,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,2019,Emissions (thousand metric tons of carbon dioxide),82187,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,2020,Emissions (thousand metric tons of carbon dioxide),78853,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,2021,Emissions (thousand metric tons of carbon dioxide),79599,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,1975,Emissions per capita (Kilograms of carbon dioxide),29.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,1985,Emissions per capita (Kilograms of carbon dioxide),30.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,2005,Emissions per capita (Kilograms of carbon dioxide),40.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,2010,Emissions per capita (Kilograms of carbon dioxide),33.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,2015,Emissions per capita (Kilograms of carbon dioxide),29.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,2019,Emissions per capita (Kilograms of carbon dioxide),29.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,2020,Emissions per capita (Kilograms of carbon dioxide),28.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
634,Qatar,2021,Emissions per capita (Kilograms of carbon dioxide),29.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,1975,Emissions (thousand metric tons of carbon dioxide),78353,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,1985,Emissions (thousand metric tons of carbon dioxide),172679,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,2005,Emissions (thousand metric tons of carbon dioxide),447327,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,2010,Emissions (thousand metric tons of carbon dioxide),554106,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,2015,Emissions (thousand metric tons of carbon dioxide),581446,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,2019,Emissions (thousand metric tons of carbon dioxide),589544,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,2020,Emissions (thousand metric tons of carbon dioxide),565841,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,2021,Emissions (thousand metric tons of carbon dioxide),602440,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,1975,Emissions per capita (Kilograms of carbon dioxide),2.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,1985,Emissions per capita (Kilograms of carbon dioxide),4.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,2005,Emissions per capita (Kilograms of carbon dioxide),9.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,2010,Emissions per capita (Kilograms of carbon dioxide),11.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,2015,Emissions per capita (Kilograms of carbon dioxide),11.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,2019,Emissions per capita (Kilograms of carbon dioxide),11.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,2020,Emissions per capita (Kilograms of carbon dioxide),10.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
410,Republic of Korea,2021,Emissions per capita (Kilograms of carbon dioxide),11.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
498,Republic of Moldova,2005,Emissions (thousand metric tons of carbon dioxide),4676,Data exclude Transnistria and the municipality of Bender.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
498,Republic of Moldova,2010,Emissions (thousand metric tons of carbon dioxide),4594,Data exclude Transnistria and the municipality of Bender.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
498,Republic of Moldova,2015,Emissions (thousand metric tons of carbon dioxide),4452,Data exclude Transnistria and the municipality of Bender.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
498,Republic of Moldova,2019,Emissions (thousand metric tons of carbon dioxide),4983,Data exclude Transnistria and the municipality of Bender.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
498,Republic of Moldova,2020,Emissions (thousand metric tons of carbon dioxide),4771,Data exclude Transnistria and the municipality of Bender.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
498,Republic of Moldova,2021,Emissions (thousand metric tons of carbon dioxide),5392,Data exclude Transnistria and the municipality of Bender.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
498,Republic of Moldova,2005,Emissions per capita (Kilograms of carbon dioxide),1.2,Data exclude Transnistria and the municipality of Bender.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
498,Republic of Moldova,2010,Emissions per capita (Kilograms of carbon dioxide),1.2,Data exclude Transnistria and the municipality of Bender.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
498,Republic of Moldova,2015,Emissions per capita (Kilograms of carbon dioxide),1.4,Data exclude Transnistria and the municipality of Bender.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
498,Republic of Moldova,2019,Emissions per capita (Kilograms of carbon dioxide),1.6,Data exclude Transnistria and the municipality of Bender.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
498,Republic of Moldova,2020,Emissions per capita (Kilograms of carbon dioxide),1.5,Data exclude Transnistria and the municipality of Bender.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
498,Republic of Moldova,2021,Emissions per capita (Kilograms of carbon dioxide),1.8,Data exclude Transnistria and the municipality of Bender.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
638,Réunion,1975,Emissions (thousand metric tons of carbon dioxide),488,Estimate.;Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
638,Réunion,1985,Emissions (thousand metric tons of carbon dioxide),1005,Estimate.;Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
638,Réunion,2005,Emissions (thousand metric tons of carbon dioxide),3200,Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
638,Réunion,2010,Emissions (thousand metric tons of carbon dioxide),3930,Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
638,Réunion,1975,Emissions per capita (Kilograms of carbon dioxide),1.0,Estimate.;Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
638,Réunion,1985,Emissions per capita (Kilograms of carbon dioxide),1.8,Estimate.;Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
638,Réunion,2005,Emissions per capita (Kilograms of carbon dioxide),3.8,Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
638,Réunion,2010,Emissions per capita (Kilograms of carbon dioxide),4.4,Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,1975,Emissions (thousand metric tons of carbon dioxide),156890,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,1985,Emissions (thousand metric tons of carbon dioxide),194703,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,2005,Emissions (thousand metric tons of carbon dioxide),92662,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,2010,Emissions (thousand metric tons of carbon dioxide),76923,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,2015,Emissions (thousand metric tons of carbon dioxide),68941,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,2019,Emissions (thousand metric tons of carbon dioxide),69582,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,2020,Emissions (thousand metric tons of carbon dioxide),63344,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,2021,Emissions (thousand metric tons of carbon dioxide),69117,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,1975,Emissions per capita (Kilograms of carbon dioxide),7.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,1985,Emissions per capita (Kilograms of carbon dioxide),8.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,2005,Emissions per capita (Kilograms of carbon dioxide),4.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,2010,Emissions per capita (Kilograms of carbon dioxide),3.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,2015,Emissions per capita (Kilograms of carbon dioxide),3.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,2019,Emissions per capita (Kilograms of carbon dioxide),3.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,2020,Emissions per capita (Kilograms of carbon dioxide),3.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
642,Romania,2021,Emissions per capita (Kilograms of carbon dioxide),3.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
643,Russian Federation,2005,Emissions (thousand metric tons of carbon dioxide),1537314,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
643,Russian Federation,2010,Emissions (thousand metric tons of carbon dioxide),1547172,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
643,Russian Federation,2015,Emissions (thousand metric tons of carbon dioxide),1571850,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
643,Russian Federation,2019,Emissions (thousand metric tons of carbon dioxide),1647581,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
643,Russian Federation,2020,Emissions (thousand metric tons of carbon dioxide),1607850,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
643,Russian Federation,2021,Emissions (thousand metric tons of carbon dioxide),1811166,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
643,Russian Federation,2005,Emissions per capita (Kilograms of carbon dioxide),10.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
643,Russian Federation,2010,Emissions per capita (Kilograms of carbon dioxide),10.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
643,Russian Federation,2015,Emissions per capita (Kilograms of carbon dioxide),10.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
643,Russian Federation,2019,Emissions per capita (Kilograms of carbon dioxide),11.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
643,Russian Federation,2020,Emissions per capita (Kilograms of carbon dioxide),11.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
643,Russian Federation,2021,Emissions per capita (Kilograms of carbon dioxide),12.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,1975,Emissions (thousand metric tons of carbon dioxide),175,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,1985,Emissions (thousand metric tons of carbon dioxide),619,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,2005,Emissions (thousand metric tons of carbon dioxide),487,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,2010,Emissions (thousand metric tons of carbon dioxide),563,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,2015,Emissions (thousand metric tons of carbon dioxide),922,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,2019,Emissions (thousand metric tons of carbon dioxide),1251,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,2020,Emissions (thousand metric tons of carbon dioxide),1235,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,2021,Emissions (thousand metric tons of carbon dioxide),1469,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,1975,Emissions per capita (Kilograms of carbon dioxide),0.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,1985,Emissions per capita (Kilograms of carbon dioxide),0.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,2005,Emissions per capita (Kilograms of carbon dioxide),0.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,2010,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,2015,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,2019,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,2020,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
646,Rwanda,2021,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,1975,Emissions (thousand metric tons of carbon dioxide),0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,1985,Emissions (thousand metric tons of carbon dioxide),3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,2005,Emissions (thousand metric tons of carbon dioxide),11,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,2010,Emissions (thousand metric tons of carbon dioxide),11,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,2015,Emissions (thousand metric tons of carbon dioxide),11,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,2019,Emissions (thousand metric tons of carbon dioxide),14,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,2020,Emissions (thousand metric tons of carbon dioxide),11,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,2021,Emissions (thousand metric tons of carbon dioxide),12,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,1975,Emissions per capita (Kilograms of carbon dioxide),0.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,1985,Emissions per capita (Kilograms of carbon dioxide),0.6,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,2005,Emissions per capita (Kilograms of carbon dioxide),1.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,2010,Emissions per capita (Kilograms of carbon dioxide),2.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,2015,Emissions per capita (Kilograms of carbon dioxide),1.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,2019,Emissions per capita (Kilograms of carbon dioxide),2.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,2020,Emissions per capita (Kilograms of carbon dioxide),2.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
654,Saint Helena,2021,Emissions per capita (Kilograms of carbon dioxide),2.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
659,Saint Kitts and Nevis,1985,Emissions (thousand metric tons of carbon dioxide),54,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
659,Saint Kitts and Nevis,2005,Emissions (thousand metric tons of carbon dioxide),201,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
659,Saint Kitts and Nevis,2010,Emissions (thousand metric tons of carbon dioxide),227,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
659,Saint Kitts and Nevis,2015,Emissions (thousand metric tons of carbon dioxide),239,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
659,Saint Kitts and Nevis,2019,Emissions (thousand metric tons of carbon dioxide),256,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
659,Saint Kitts and Nevis,2020,Emissions (thousand metric tons of carbon dioxide),239,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
659,Saint Kitts and Nevis,2021,Emissions (thousand metric tons of carbon dioxide),237,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
659,Saint Kitts and Nevis,1985,Emissions per capita (Kilograms of carbon dioxide),1.3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
659,Saint Kitts and Nevis,2005,Emissions per capita (Kilograms of carbon dioxide),4.3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
659,Saint Kitts and Nevis,2010,Emissions per capita (Kilograms of carbon dioxide),4.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
659,Saint Kitts and Nevis,2015,Emissions per capita (Kilograms of carbon dioxide),5.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
659,Saint Kitts and Nevis,2019,Emissions per capita (Kilograms of carbon dioxide),5.4,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
659,Saint Kitts and Nevis,2020,Emissions per capita (Kilograms of carbon dioxide),5.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
659,Saint Kitts and Nevis,2021,Emissions per capita (Kilograms of carbon dioxide),5.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,1975,Emissions (thousand metric tons of carbon dioxide),78,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,1985,Emissions (thousand metric tons of carbon dioxide),131,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,2005,Emissions (thousand metric tons of carbon dioxide),402,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,2010,Emissions (thousand metric tons of carbon dioxide),497,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,2015,Emissions (thousand metric tons of carbon dioxide),492,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,2019,Emissions (thousand metric tons of carbon dioxide),514,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,2020,Emissions (thousand metric tons of carbon dioxide),499,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,2021,Emissions (thousand metric tons of carbon dioxide),519,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,1975,Emissions per capita (Kilograms of carbon dioxide),0.7,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,1985,Emissions per capita (Kilograms of carbon dioxide),1.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,2005,Emissions per capita (Kilograms of carbon dioxide),2.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,2010,Emissions per capita (Kilograms of carbon dioxide),2.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,2015,Emissions per capita (Kilograms of carbon dioxide),2.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,2019,Emissions per capita (Kilograms of carbon dioxide),2.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,2020,Emissions per capita (Kilograms of carbon dioxide),2.8,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
662,Saint Lucia,2021,Emissions per capita (Kilograms of carbon dioxide),2.9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
666,Saint Pierre and Miquelon,1975,Emissions (thousand metric tons of carbon dioxide),34,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
666,Saint Pierre and Miquelon,1985,Emissions (thousand metric tons of carbon dioxide),35,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
666,Saint Pierre and Miquelon,2005,Emissions (thousand metric tons of carbon dioxide),64,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
666,Saint Pierre and Miquelon,2010,Emissions (thousand metric tons of carbon dioxide),66,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
666,Saint Pierre and Miquelon,2015,Emissions (thousand metric tons of carbon dioxide),67,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
666,Saint Pierre and Miquelon,2019,Emissions (thousand metric tons of carbon dioxide),67,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
666,Saint Pierre and Miquelon,2020,Emissions (thousand metric tons of carbon dioxide),64,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
666,Saint Pierre and Miquelon,2021,Emissions (thousand metric tons of carbon dioxide),57,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
666,Saint Pierre and Miquelon,1975,Emissions per capita (Kilograms of carbon dioxide),5.8,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
666,Saint Pierre and Miquelon,1985,Emissions per capita (Kilograms of carbon dioxide),5.7,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
666,Saint Pierre and Miquelon,2005,Emissions per capita (Kilograms of carbon dioxide),10.5,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
666,Saint Pierre and Miquelon,2010,Emissions per capita (Kilograms of carbon dioxide),10.9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
