indice do pais,país,ano,métrica,emissão estimada de CO2, notas, fonte
854,Burkina Faso,2019,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
854,Burkina Faso,2020,Emissions per capita (Kilograms of carbon dioxide),0.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
854,Burkina Faso,2021,Emissions per capita (Kilograms of carbon dioxide),0.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,1975,Emissions (thousand metric tons of carbon dioxide),78,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,1985,Emissions (thousand metric tons of carbon dioxide),230,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,2005,Emissions (thousand metric tons of carbon dioxide),162,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,2010,Emissions (thousand metric tons of carbon dioxide),340,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,2015,Emissions (thousand metric tons of carbon dioxide),363,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,2019,Emissions (thousand metric tons of carbon dioxide),702,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,2020,Emissions (thousand metric tons of carbon dioxide),751,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,2021,Emissions (thousand metric tons of carbon dioxide),781,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,1975,Emissions per capita (Kilograms of carbon dioxide),0.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,1985,Emissions per capita (Kilograms of carbon dioxide),0.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,2005,Emissions per capita (Kilograms of carbon dioxide),0.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,2010,Emissions per capita (Kilograms of carbon dioxide),0.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,2015,Emissions per capita (Kilograms of carbon dioxide),0.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,2019,Emissions per capita (Kilograms of carbon dioxide),0.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,2020,Emissions per capita (Kilograms of carbon dioxide),0.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
108,Burundi,2021,Emissions per capita (Kilograms of carbon dioxide),0.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,1975,Emissions (thousand metric tons of carbon dioxide),79,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,1985,Emissions (thousand metric tons of carbon dioxide),87,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,2005,Emissions (thousand metric tons of carbon dioxide),459,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,2010,Emissions (thousand metric tons of carbon dioxide),573,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,2015,Emissions (thousand metric tons of carbon dioxide),505,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,2019,Emissions (thousand metric tons of carbon dioxide),645,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,2020,Emissions (thousand metric tons of carbon dioxide),531,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,2021,Emissions (thousand metric tons of carbon dioxide),560,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,1975,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,1985,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,2005,Emissions per capita (Kilograms of carbon dioxide),0.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,2010,Emissions per capita (Kilograms of carbon dioxide),1.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,2015,Emissions per capita (Kilograms of carbon dioxide),0.9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,2019,Emissions per capita (Kilograms of carbon dioxide),1.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,2020,Emissions per capita (Kilograms of carbon dioxide),0.9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
132,Cabo Verde,2021,Emissions per capita (Kilograms of carbon dioxide),1.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,1975,Emissions (thousand metric tons of carbon dioxide),46,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,1985,Emissions (thousand metric tons of carbon dioxide),427,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,2005,Emissions (thousand metric tons of carbon dioxide),2263,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,2010,Emissions (thousand metric tons of carbon dioxide),4804,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,2015,Emissions (thousand metric tons of carbon dioxide),7742,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,2019,Emissions (thousand metric tons of carbon dioxide),14035,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,2020,Emissions (thousand metric tons of carbon dioxide),14102,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,2021,Emissions (thousand metric tons of carbon dioxide),13731,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,1975,Emissions per capita (Kilograms of carbon dioxide),0.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,1985,Emissions per capita (Kilograms of carbon dioxide),0.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,2005,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,2010,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,2015,Emissions per capita (Kilograms of carbon dioxide),0.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,2019,Emissions per capita (Kilograms of carbon dioxide),0.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,2020,Emissions per capita (Kilograms of carbon dioxide),0.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
116,Cambodia,2021,Emissions per capita (Kilograms of carbon dioxide),0.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,1975,Emissions (thousand metric tons of carbon dioxide),1064,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,1985,Emissions (thousand metric tons of carbon dioxide),6539,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,2005,Emissions (thousand metric tons of carbon dioxide),3193,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,2010,Emissions (thousand metric tons of carbon dioxide),6343,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,2015,Emissions (thousand metric tons of carbon dioxide),7248,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,2019,Emissions (thousand metric tons of carbon dioxide),6684,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,2020,Emissions (thousand metric tons of carbon dioxide),6830,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,2021,Emissions (thousand metric tons of carbon dioxide),6517,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,1975,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,1985,Emissions per capita (Kilograms of carbon dioxide),0.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,2005,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,2010,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,2015,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,2019,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,2020,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
120,Cameroon,2021,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,1975,Emissions (thousand metric tons of carbon dioxide),390962,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,1985,Emissions (thousand metric tons of carbon dioxide),397858,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,2005,Emissions (thousand metric tons of carbon dioxide),530974,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,2010,Emissions (thousand metric tons of carbon dioxide),497031,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,2015,Emissions (thousand metric tons of carbon dioxide),523093,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,2019,Emissions (thousand metric tons of carbon dioxide),578074,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,2020,Emissions (thousand metric tons of carbon dioxide),528015,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,2021,Emissions (thousand metric tons of carbon dioxide),541691,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,1975,Emissions per capita (Kilograms of carbon dioxide),16.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,1985,Emissions per capita (Kilograms of carbon dioxide),15.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,2005,Emissions per capita (Kilograms of carbon dioxide),16.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,2010,Emissions per capita (Kilograms of carbon dioxide),14.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,2015,Emissions per capita (Kilograms of carbon dioxide),14.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,2019,Emissions per capita (Kilograms of carbon dioxide),15.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,2020,Emissions per capita (Kilograms of carbon dioxide),13.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
124,Canada,2021,Emissions per capita (Kilograms of carbon dioxide),14.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,1975,Emissions (thousand metric tons of carbon dioxide),56,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,1985,Emissions (thousand metric tons of carbon dioxide),195,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,2005,Emissions (thousand metric tons of carbon dioxide),488,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,2010,Emissions (thousand metric tons of carbon dioxide),575,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,2015,Emissions (thousand metric tons of carbon dioxide),574,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,2019,Emissions (thousand metric tons of carbon dioxide),706,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,2020,Emissions (thousand metric tons of carbon dioxide),642,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,2021,Emissions (thousand metric tons of carbon dioxide),651,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,1975,Emissions per capita (Kilograms of carbon dioxide),4.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,1985,Emissions per capita (Kilograms of carbon dioxide),9.7,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,2005,Emissions per capita (Kilograms of carbon dioxide),10.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,2010,Emissions per capita (Kilograms of carbon dioxide),10.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,2015,Emissions per capita (Kilograms of carbon dioxide),9.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,2019,Emissions per capita (Kilograms of carbon dioxide),10.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,2020,Emissions per capita (Kilograms of carbon dioxide),9.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
136,Cayman Islands,2021,Emissions per capita (Kilograms of carbon dioxide),9.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,1975,Emissions (thousand metric tons of carbon dioxide),107,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,1985,Emissions (thousand metric tons of carbon dioxide),167,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,2005,Emissions (thousand metric tons of carbon dioxide),223,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,2010,Emissions (thousand metric tons of carbon dioxide),173,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,2015,Emissions (thousand metric tons of carbon dioxide),182,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,2019,Emissions (thousand metric tons of carbon dioxide),232,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,2020,Emissions (thousand metric tons of carbon dioxide),245,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,2021,Emissions (thousand metric tons of carbon dioxide),248,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,1975,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,1985,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,2005,Emissions per capita (Kilograms of carbon dioxide),0.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,2010,Emissions per capita (Kilograms of carbon dioxide),0.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,2015,Emissions per capita (Kilograms of carbon dioxide),0.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,2019,Emissions per capita (Kilograms of carbon dioxide),0.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,2020,Emissions per capita (Kilograms of carbon dioxide),0.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
140,Central African Republic,2021,Emissions per capita (Kilograms of carbon dioxide),0.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,1975,Emissions (thousand metric tons of carbon dioxide),189,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,1985,Emissions (thousand metric tons of carbon dioxide),182,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,2005,Emissions (thousand metric tons of carbon dioxide),787,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,2010,Emissions (thousand metric tons of carbon dioxide),1165,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,2015,Emissions (thousand metric tons of carbon dioxide),1838,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,2019,Emissions (thousand metric tons of carbon dioxide),1842,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,2020,Emissions (thousand metric tons of carbon dioxide),1945,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,2021,Emissions (thousand metric tons of carbon dioxide),2155,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,1975,Emissions per capita (Kilograms of carbon dioxide),0.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,1985,Emissions per capita (Kilograms of carbon dioxide),0.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,2005,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,2010,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,2015,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,2019,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,2020,Emissions per capita (Kilograms of carbon dioxide),0.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
148,Chad,2021,Emissions per capita (Kilograms of carbon dioxide),0.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,1975,Emissions (thousand metric tons of carbon dioxide),18589,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,1985,Emissions (thousand metric tons of carbon dioxide),20033,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,2005,Emissions (thousand metric tons of carbon dioxide),56304,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,2010,Emissions (thousand metric tons of carbon dioxide),70798,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,2015,Emissions (thousand metric tons of carbon dioxide),83646,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,2019,Emissions (thousand metric tons of carbon dioxide),93031,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,2020,Emissions (thousand metric tons of carbon dioxide),81069,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,2021,Emissions (thousand metric tons of carbon dioxide),84651,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,1975,Emissions per capita (Kilograms of carbon dioxide),1.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,1985,Emissions per capita (Kilograms of carbon dioxide),1.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,2005,Emissions per capita (Kilograms of carbon dioxide),3.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,2010,Emissions per capita (Kilograms of carbon dioxide),4.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,2015,Emissions per capita (Kilograms of carbon dioxide),4.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,2019,Emissions per capita (Kilograms of carbon dioxide),4.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,2020,Emissions per capita (Kilograms of carbon dioxide),4.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
152,Chile,2021,Emissions per capita (Kilograms of carbon dioxide),4.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,1975,Emissions (thousand metric tons of carbon dioxide),1171021,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,1985,Emissions (thousand metric tons of carbon dioxide),1902577,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,2005,Emissions (thousand metric tons of carbon dioxide),5379200,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,2010,Emissions (thousand metric tons of carbon dioxide),7953561,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,2015,Emissions (thousand metric tons of carbon dioxide),8989229,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,2019,Emissions (thousand metric tons of carbon dioxide),9716731,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,2020,Emissions (thousand metric tons of carbon dioxide),9850052,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,2021,Emissions (thousand metric tons of carbon dioxide),10424722,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,1975,Emissions per capita (Kilograms of carbon dioxide),1.3,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,1985,Emissions per capita (Kilograms of carbon dioxide),1.8,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,2005,Emissions per capita (Kilograms of carbon dioxide),4.1,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,2010,Emissions per capita (Kilograms of carbon dioxide),5.9,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,2015,Emissions per capita (Kilograms of carbon dioxide),6.5,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,2019,Emissions per capita (Kilograms of carbon dioxide),6.8,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,2020,Emissions per capita (Kilograms of carbon dioxide),6.9,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
156,China,2021,Emissions per capita (Kilograms of carbon dioxide),7.3,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",1975,Emissions (thousand metric tons of carbon dioxide),10963,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",1985,Emissions (thousand metric tons of carbon dioxide),22857,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",2005,Emissions (thousand metric tons of carbon dioxide),44989,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",2010,Emissions (thousand metric tons of carbon dioxide),40999,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",2015,Emissions (thousand metric tons of carbon dioxide),43254,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
